category,text
Positive , Vannu vannu avan vannuIkka love yuu
Mixed_feelings , Evdeyokkeyooo Oru pulimurugan...dadi Girija.. Fight.. Music...... Evdeyokkeyooo 🤔🤔🤔
Positive , Happy birthday mammukka  gana gandharvan polichadukkum next block bluster
Positive , Nte ponnnoooo enthaaa makkkale immmale ikkkkade aaa oru idh🥰🥰🥰
not-malayalam , Lalettan fans and prithviraj fans hit like
Positive , entry istam like for lusifer lalettan
unknown_state , Katta ikka fans indangi like adichu pottiku
Positive , Oru rakshayumilla.repeated mode on... Njan kandathil vech ettavum best trailer
unknown_state , 68 vayassunden oke paranj ingane pattikkale en parayanam sire....
unknown_state , Bilal john kurishingalinte aniyan aano ini
unknown_state , arokee ningaldee comentsnu etraa like kittenu nokkan vannu
not-malayalam , Nov 21 pakkalaam intha kaaliyude aattathe
Positive , Katta pretheekshaaa....... Luv u alla ...
unknown_state , Poram lokham ariyatte HBO Channelil parashiraja kanaichath pole .peranpu pole ikkayilude malayala cinimaye ariyatte .
Positive , Eeee cinema thanna venuchettan muthaaan muthumaniyaanu
Positive , Ente ponno......maranamass item. Kidilan making. Fight apaaram. Sound modulation oru rakshayumilla. Oru adaru item thanne
not-malayalam , Hindi movie (old  Darmki dese remek
Positive , Ini vendathu oru 100kodiyanu... athu ithiloode kittatte
unknown_state , 0.50 athu nammude Marimayam Unni alle?
Positive , Padam vere level aaavum.... Mammulaaaal fanz
Mixed_feelings , Teaser pole oombiyilla.... Trailer kidukki....   Lalettan Fan
Mixed_feelings , Kozhopolla
Negative , 6.3 dislike veru verupp athanne karanam
unknown_state , Ndaapooo ndayee.....inendaa vishuaa....ara ewde padakam pottichee....  uff romanjam_ahangaaram#ikka
Positive , Mamangathine  Ajaygopal  fansinde vijayasamsakal.
Positive , Ende ponnoe ejathy trailer kandall ariyam ikka ethu rengill ulla allannennu
unknown_state , Njan mathramanoo. Ith veedum veedum kanunnath
Positive , Orroo...framintayum quality     Rajuattan magic
Positive , Mammootty pwolikkum
Positive , Mammookka..... Uff ijjathi .. Ente ponnikkkaa polichuuu.... Katta waiting
unknown_state , Lalettante Adutha  100 Kodi ithayirikkumodiyan  enthaaa sheriyalle
unknown_state , Malayalam padam odikkenda takkesil achayn keri telugu padam odichuuuu
Negative , Haters pani thodangind makkale.....sahikunnilla avrkithe kanditte..
unknown_state , Ee pani thannaya kure kalamayii cheyunne.pani ariyavunthathu kondaa pidichu nilkunnaaa...mass and class dialogue..luv u ekkaaa
not-malayalam , 100k likes in 1 hr.
unknown_state , madhura raja trailer kandu.athinte hangover maran lucifer trailer repeat adichu kandu.ippozha samadhanamaye!
not-malayalam , 105 k likes.. 17 k views 🤔🤔
unknown_state , Raja raja raja...madhura veera raja
Positive , Aettanta padathin ikka fansnte ashamsakal 🤗🤗🤗
Negative , Yedaa Mamooty poora
not-malayalam , I'm from Telangana.  Love you Mohanlal sir .
Positive , avasanethe chadiyulla adi adh polich ikkaaaaaa
unknown_state , RAJA RAJA RAJA MADHURA Veera RAJA
Negative , Madhuraraja teasor kandu nalla katta bore ayittu undu. Mammukka ethavana yum Vishnu Unnikrishnan tae boxoffice records vettikkum ennu thonunilla.
Positive , Ente Ponno Goosebumps  ... kidu bgm
unknown_state , fans ticket kittiyavar ivide like adii
Positive , Trending No . 1. Varanam jayettan daaaaaaaaaaa
Mixed_feelings , Pratheeksha nallonam und
Negative , Unlike adicha mammunni fansinu irikkatte oru kuthirapavan
Positive , Jeyetta padam full undo trailer il?? Sambavam colour aayittundalloo...
not-malayalam , Thriller movie
unknown_state , Mamakam Hit Aavum ennulever adi makkale like
Negative , Family entertainer? Family kk kanan pattatha movie full inner meaning
unknown_state , Sambavam deep freezeril pettu poyi athann
Positive , Vere Level One  Ikka - Rajuvettan
Positive , Entae jeevathil ithrayum pravishyam trailer kanda verae oru cinemayum illa
Positive , Kidu frames kidu bgm ellarum kidu look kidu making pinne kidilolkidilan Lalettanum verentha vende heavy
unknown_state , Ethra viewers ayi ennu nokkan varunar arokeya..
unknown_state , ith rajuvattante sambil lusipur adaar aitam varunnu MEAGA STAR MAMMUKKAYAN MAKKALE
Mixed_feelings , Njaanum our Tovino enna actora ishtapedunna alu thannaya trailer mass ayitundu but achaayanta soundinu mass effect kurachu kuravaanu
not-malayalam , Thalaivaaa 🤩 🤩🤩 🤩🤩 🤩🤩 🤩🤩 🤩🤩 🤩
Negative , Madhurarajakku madhuram theereyundakilla bhayankara kaypayirikkum njan panthayam vekkam
Positive , Ikkaaaaa. Ingale ennaa level aah. Ee prayathilum body... Muthane
Positive , Raju ettan powli
not-malayalam , New benchmark in malayalam cinema. ..
Positive , Trailer cut ഒറ്റപേര് editor Donmax വേറെ ലെവൽ
Negative , Oh iyalude Ela padavum iyalu jailil kidana anubavavumayi copy Anu Nala pila anu enu kqnikan akum.
Positive , innanu movie kandathu.....kidu nnu paranjal pora......kidilokkidilam
Negative , Trailer ethanennu mumbu thanne kore peru dislike adichatind Ivanmaaroke aanu e naadinu shapam champu naarikalu
Positive , Idvere vere chilar parannadaaannn muruga nee theernnada ennn ..ini nangal mammookka fans sherikkum parayunnnu .....MURUGAAA ....NEE THEERNNADA .IKKA LOVE
unknown_state , Ith surajinte padamaane enne thoniyarvar like adikku
Positive , sathyam parayalow kaNubol ente police traing kalam ormavarunu
Positive , Dislike adichavarod nammal lalettan fans n verum  pucham matrame ullu  Lalettan ishtam Lalettan uyir
Positive , 50.dhe pravshyem  kandu kolakkolli trailer
unknown_state , Katta ikka fans unddegil like adi..
unknown_state , Haha..1.35 il raajuvettane kandavar ivide like adichee
Negative , Iyaalkkokke cinema nirthi DQ nte makkale nokki veettil irunnoode..?
Positive , Enta ponna oru rashayum ila kidu padam
Positive , Suraj ettan powli..koode soubin ekka...pine paryano ....katta Waiting anee
not-malayalam , Intha trailer ah pathutu nama  thala ajith yabagam vanthavangala like podunga..
Positive , Trailer kandappazhe urappichu padam mass vijayichu
Positive , im from mars but i love laletan
Positive , Ikkayude johny walker ormma varunnuu vere level
Positive , Ithupole oru trailer iniyundakumennu thonunnilla. Superb
Positive , IKKA PWOLI BGM oru rakshayum illa
Positive , Jayasurya chettan mass lookaaa pakka mass don
Positive , Mammookka de adutha 100 kodi padam aayirikkum #UNDA ennu urapp ullavar like adikkada pillere...
Negative , 6.1k mamunni fans ithe kandu ennu aa dislike button kandapol manasilayi
not-malayalam , I'm from Tamilnadu...i like mamooty sir.. trailer
Negative , dayav cheyth pretham 3 irakkaruth plzzz athrank unda padamaayirnn pretham 2
unknown_state , Su sugunan su gu sugu su gu suu bug una
unknown_state , Avasanam sathya moorthy ips avathorunna mati🤣🤣
not-malayalam , Very good movie-making skills in your language.. keep up the good work
unknown_state , Villain Tovino & vivek oberoi ...( just a guess )
Positive , Ikka fan aaya Nikku nalla urappundu
Positive , Ikka powlichu onnum parayanilla trailer ethanel padam enthakum
Negative , To be very frank
Positive , Tovino look. & BGM vere level
Mixed_feelings , bgm korachoode nannaakkayirunnu..fan made bgm poley.....
unknown_state , Pinneum pinneum ithu kaanuna ethra peer und
unknown_state , Laletttaaan fans adichu potikda like button
Positive , Mass mass pakka masss
unknown_state , Njaan aadym vichaariche punyalan 3 aanenaa
Positive , Mamangam...nte ammooo marana massss...trailer....   verum item allaaa.... ith oru onnonnara item anuu....ikkaaaaaaa
unknown_state , 16k views.. But 56k like.... എപ്പിടി 🤔
unknown_state , Ikka bakthanmaar like adi   Ikka istham
Mixed_feelings , Teaser ille kittiya mass triller ille kittilla
unknown_state , Madhurarajaykku LUCIFER inte half like polum kittillannu urappullavarkku like adikkan after # madhuraraja trailer
not-malayalam , Happy birthday mammookkaaaaaaaaa Ilove you   Ganagandharvan waiting
Negative , Dislike adikan mtram Kure per nokiyiriunna polund
unknown_state , 1 1/2kaalan police randu kaalukalumayyi veedum
Negative , Oru pandi padathinte trailer innu irangiyitundu...kandavar onnu parayane..avide ellaam thribilaa🤣🤣🤣
Positive , Njan oru ikka fan alla paksha as a malayali i am katta weiting for raja 2
Negative , Dislike adichavar ettavum valiya oolakal...... bldy idiots...
Positive , Karayippikuvo muthe... Happy bday ikka.... Waitg
Negative , Eth vetavalliyanmara dislike adiche..
not-malayalam , Evan evan lam #maduraya sontham kondaduvathunu vevastha ilama pochuda...
not-malayalam , superb trailer  dileepettan & sidhique ikka best of luck
Negative , Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram
Negative , Ithu enthanu kilichundan mambazhamb 2 parto..hihi comedy padamanennu thonunnu
unknown_state , Ravile eneet trailer kanan vannavar ndo....
Positive , Lalletan fansinte ella supportum und ikka.....  Ethu porikum.... Oru samsayavum venda...
Negative , ith oru oola padam aayirikum enn manass parayunu
unknown_state , Kalkikku malayalathinte dhathuputhran alluarjun fansite vijayaashamsakal
Positive , Ravanan aya avane nerkuner illaathakkan oru maha avatharam thanne vendi varum....poli
unknown_state , Fans kaar.... Pls padathinu hype koottaruthu... Ithu oru sadharana cinema yanu... Dayavu cheythu nashippikkaruthu....
unknown_state , Trailer kidu aie annulavarkke Likam (onnu likada)
not-malayalam , If you are bad im your dad
Positive , Happy birthday Ikka love u  Pratheeshkal athiru kadanu Ganagandarvan keralakara keezhadakum
Positive , Oru pooram Trilar Vijariichu Vannappooo oRu Mass Trilar aayiii thoonniyavarr Like Aahdii.....
not-malayalam , maarana mass  Raja is back
not-malayalam , Big waiting for Mamangam
Positive , Trailer kollarkium nu oru pratheeksha ondarinnu...pakshe ithu athukkum mele
unknown_state , Prithviraj Undennu Arinju Trailer Kandavar Like Adiku  1:01 Zayed Masood
Negative , Eathu nayinte makkal avao dislike adiche
Positive , Polichu ikka suppar u r great
Positive , Ith ini indian cinema yude mamangam
unknown_state , Madhura Raajaye pottikkum ennavar like adi
Negative , Dislike um kurayunnu..23k ninnu 13k aayi...appo ee chettatharam kanichathu aaru ennu parayendelloo
unknown_state , Mammookka  unni mukundan  achuthan
Positive , Ipo tanne 5 vattam kandu vallatoru trailer
Positive , Super  bb.  Lalettaaaa
unknown_state , Lucifer lucifer lucifer a10 a10 a10
not-malayalam , First l00crore Malayalam film pulimurrukan First 200crore odiyan is loading
unknown_state , Padam kandu.. ennittum veendum tralier kaanan thonunnu.....
not-malayalam , @ 1:03
Positive , Njanetha parayendath......... Onnum parayaanilaaaaaaa..... Laaaaalettttttttttaaaaaaaaaa.......ummmmmm aaaaaa
Positive , Pworich kurach kalangalaayi ijjathi padem Tamil mathram aannu kandirunnath .eni malayalathilum kannaan ulla bhagyem Ind .Poli Poli poli
Mixed_feelings , Next pullikaran stara or uncle loading 🤭
Positive , Trailer  kalaki Pwolichu  madhura raja cenimakku vendi katta waiting
Positive , Super trailer cinema kandale  bakkie parayan kaziykka llu
unknown_state , 100 k avunnath mumbe kandavar like
Positive , Ithu pole bgm ulla mass trailer ithu vare iragiyittila .
Negative , Music chila sthalangalil alambayi ....dialogue perfection kittunnilla
unknown_state , Ekka @ Madhura Raja
Negative , Dislike full odiyan kanji fans
Positive , Odiyante sheenam njnga lalettante piller ee luciferil ang theerkum....
Negative , Class trailer
Positive , Lalettan illatha eanth sinima le makkale kodk like
Positive , Rajuvetta ningal maranmass love you oru great success avate....
Positive , Lucifer movie kanditt  ethil comment edaan vannavar like adi.....  Mass lucifer lalettan mass
Positive , Kidukkachi  laletta ningal mass alla kolamassanu
unknown_state , Age  68    mammmukka da
unknown_state , Kaaneda പിള്ളേരെ..  100K Views & 34K Likes in 5 Minutes  60K likes in 15 Minutes
unknown_state , Soubin achanod vazhakakakunu...achanu sahayathinu robotine soubin set akunu...robotinte koode jeevikuna achan parishkari akunu...achanum makanum onnikunu...subham
Positive , Ethu puthu charitharam.
Positive , Onnu vegam dec 14 ayya mathiyayirinnu
Positive , Kidukachi trailer... Bgm oru rekshayum ella.....
Positive , Sathyam paranjaal trailer kandit vella majjeyonnullalla
unknown_state , nee okke ara trousar itt ajandhayil aadhipapam kanumbo njn vitta scean aa idh...yeah mammukaah
Negative , Hacking likes um Views um koottan nokiyitt moonjipoya mammootti fans evdede.. Oru Maryadhayoke Vendedey
Positive , Ithu Kolakolli item Lalettan fans kathirunna padam Ith thakarkkum Lalettan fansnu aakosham mmakk pwopichadkkam
Positive , Ithu Vera levelakum urappa..... Ela ikka fansinum all best....
Positive , Ufffffff ichayaaa pwolich ur die hard fan 4 ever
Positive , Adipoly🤩🤩lalettan fan thanne aaganamennilla sharaashari oru cinema premi aayaaal mathi ith kandit romaanjification undaagan🤩🤩🤩🤩🤩kidue !!!
Positive , Nalla padam ayirikatte odian pole akathirunnaal madi all the best
Positive , Kalam ethra poyallum charithra purushanmare prathinithikarikkan angh kazhiyunnundallo mammooka
unknown_state , Fans show unndavummo?
Negative , Laalinu pakaram vere oru nadan akamayirunnu lal ithepole orupadu   cheyithittundu
Positive , Oooohhhh oru rakshayum illaaaa... Pwolii poppwoliiii  Ingalaan thaaram
Mixed_feelings , Kilichundan maambazhathile slang . Oru matullalaa
Positive , Ende ponno 68 vayasaya oraluda body thanneyano ith.... 🤩.. NAMICHU PONNIKKAAAA
Positive , Immanuvel pokan pokunna item kikidu hbd mammokka
unknown_state , Katta Dileep Ettan Fans um Ee Movie vijayikyum ennu ullavar Adi like
Positive , Nanayitunduuu...... trailer kurachu koodi nanakam ayirunu
unknown_state , padam 2 thavana already kandavar aarelum undoo
unknown_state , Helen enna perinte vethyastatha kond vannavarundo????
Negative , Surajettante voice oru podik koodi aged avannu
Negative , Rashtriyam
unknown_state , Ividippo Malayalikal kuravanallo  #Lalettan #Prithviraj #Lucifer
unknown_state , 120k lyk pakshe 22k views ullu Ntho saangethika thakarar und🤔
unknown_state , 3:15 am ksa time nu kanunnund bro
Positive , Minimum 3 Thavana kanathathayi arum kanilla....
not-malayalam , Come on india lets make it 8 million....
unknown_state , Idh 2 million cross aghanam enn agrahikunnavar adi like
Positive , Mass nnu paranjaa ikkayaanu.. MASTER of MASSES.. Adaar trailer.. Mammookkaaa
unknown_state , chankurappulla ikka fans vaa 21 nu charithram kurikkum
Positive , njn kandathl Etavum mikacha trailer yennu thanne prym #ikka <3 .. #Ennum ikka
Negative , Kanji fans dis like adichu thakarkkunnudu
unknown_state , Ethile fight scene kaanaan akrahikkunnavar like
Positive , Hpy bdya ma lovely ikka
Mixed_feelings , Ikka fans kuthhy marinjalum luciferinete oru recordum thakarkilla
Positive , Nte ponnikkaaa inghal enthinilla porappadilaaa nte ammooo poli
not-malayalam , All the best ikka- By a die hard ettan fan
unknown_state , padam kanditt ivida vannavar aarokke ??
Positive , Ente ammo kidilam trailer  L___ && MR
Positive , Katta waiting....  maranamass  trailer......
not-malayalam , VOICE MODULATION. THE BEST IN THE WORLD
Positive , All the best for movie mamankam...katta lalettan fan...
Positive , 1:45 enta ponooo ..ota peru Mammootty...
Positive , Ejjath oru rakshayum llaaaa katta waiting
unknown_state , Ennik mathram aano 200 cr clubil ee movie keerum enn thoniyath ?
unknown_state , kanjikoduthu avasanam.. kill that bastard..our lady superstar
unknown_state , vyshak sir trailer search cheythitt kittunilla innala kittiyirinu
Positive , Ith verum mass alla marana mass
unknown_state , Lucciferine pizhutheriyan  ravananaaya aa avatharam varunnu
Positive , Ente mone al powli ikka ishtam
Positive , Appol  lalettante padathinte Record ellam  thakarthu  eriyan pokunnu alle ayikotte malayala  Cinema uratte
unknown_state , Rajuettan and ikka fans  like adi
not-malayalam , watch all #mohanlal #mammooka fans 🤜🤛
Negative , Trailer kandathode padathinu oru theerumaanayi chali padam
Positive , tamil-telungu-malayalam orrumichu  release  cheydhal  valiya orru  sambvam aggum
Positive , Ente ponnnnoooooo.... Vere level
Positive , Njan laalettan fana pakshe i love this movie
not-malayalam , Pls support me pls       My channel subscribe pls Pls
Negative , Tovino machane fight scene poratto... eniyum valaraan undu
Positive , Oru prethikshayillarnu madhuraja but parayathirikan vayya visuals vere lvl
Mixed_feelings , Trailerin otta kurappama ullu njankluda ikkayuda face kandela
unknown_state , Varunnathu manthriyo bhadano alla rajavanu rajavu
Positive , Chechiuede mukham kandu like  cheythavar aroke ikka
Positive , Powli trailer  Ikka oru rakshayum illa kidu
not-malayalam , I'm didn't blink even for 1sec...
Mixed_feelings , Jo jeetha wohi sikhandar oke pole undu
Positive , Kidilan trailer .. ikka ushaarrr  ithu super hit aakumennu urappichavar ivide chumma likeetu pokko..
unknown_state , Katta waiting for mahuraja entry Like adikku makkalaee
Positive , Lalettan Masss Lalettan ki jaiii
unknown_state , YouTube nde kaat poyirikkugayaan.. 1 manikkoor aayi ithuvare YouTube nde hang maariyittilla..🤣🤣
Negative , Lucifer ini kandam vayi odedi varum
Positive , laletta polliku full support annu
not-malayalam , Mohanlal stunning look with kgf bgm
unknown_state , Ella Lalettan chunkum oru like adikoo ivide.....pinne ee chanelum onnu subscribe cheyoo
Positive , .35 oru pulimurukan touch vannu .enthayaalum sambavam kidkeetund
Positive , Mamooka we love u so much..
unknown_state , E jathi trailer pahaya nee sulaimanalla hanumana... hanuman
not-malayalam , 1.30 manoj K jayan  Mammookka walk
unknown_state , Karalil thakil adichu
not-malayalam , NEEGA VAA THALAIVARE  #MEGASTAR
Positive , Kalki super hit akum enn Bonny parayan paranju
unknown_state , She look like my angel.. ചിന്നൂട്ടി..
not-malayalam , Happy birthday to you mammookka
not-malayalam , 4m views + 300k likes + #1 trending - Lallettan
unknown_state , Last sukumaran chettante photo kandavarkk like adikkanulla sthalam
Positive , Oru kgf trailer polee.. Lalettan pakkaa massss
Positive , Romanjification....!!!! Lalettan Masssssssss...!!!! Manju chechi Vere Level !!!
not-malayalam , 4.6 M views on 23.03.2019 ::2.07AM
Positive , 0:27 trailer ലെ mass dialog
Positive , Ithoru malayala cinema k oru vazhithirivu aakatte fanisam marannu support cheyyu
Positive , Ufffff.  Pwoli lalattaa... Katta waiting
unknown_state , Enne pole 50praavisham kandavurundagill adi like
Positive , Tripple strong nnn paranjapam daridryam akumn vjarich....idh takarthuto....waiting...ee prayatilum thalarata aavesham....ingal vallatoru manusyan thanne
unknown_state , Prithviraj undennu aringuu trailer kanan vannavar atraper
not-malayalam , Mohan laal ke saamne to to dusre sab actors fail ho gaye yaar...kyaa acting ki he yaar..nice movie
Positive , polimass item.. heavy mass... Lalettan
Positive , Nte ponno oru rakshayum illatta makinggg......polichu....MAMMOOKKAA
Positive , Nammude prithvi amgane veruthe onnum direct cheyillalloo... Lalettante kure nallukalyi irangunnathil aattavum nalla movie....
unknown_state , Raju eattanu nthu Patti... Baki ellavrum ndalo. Ennit egneya rajade story avuva
not-malayalam , Im from us army i like mammukka action
unknown_state , Prithviraj aanu new character ennu arinjathinu shesham trailer kaanaan vannavar undo? Enkkil like here
Negative , Thalli thalli kure ayallo oru padamenkilum vijayippichu kanikku kidannu thalli marikkathe
Positive , ethra thavana kandaalum veeryam koodunna kolakolli item
Positive , Any way  kidu sanam...      Waiting randamuzham
not-malayalam , Lal atten fans from tamil nadu
Positive , Face of indian cinima kolamass kolakolli waiting november 21 mamangam day
Negative , Dileepettan muthanu ningal lalettan fansanenkil nallathu paranjo kazhapamilla athinu dileepettan undakandataaa
Positive , Pwolichu    ...  lalettaaa
Positive , Teaser kand thalliparanjavarkku  Trailer oru marupadiyanu including me
Positive , Varan irikkunnath mass padam matram alla  Comedy entertainer kudiya
Mixed_feelings , E sooraj comedy anel padam odum .. serious carecter anel. Padam poliyum
unknown_state , endh kashtaman idh trailer alla teaser ann
Positive , Kidilam padam...direction ennoke paranja ithaanu mone
unknown_state , sunny akante song ennu Youtubeil varunno annu rajaku alukerunathu nikum
Positive , Raja Annum Ennum Raja Thanne
Positive , Vere level  Ikka  uff
Positive , verey level maranamaass neeralikk polumilla 1 m views
Positive , Enta jayetta ithu minnichekkane kazhinjya varshathe nammada pala planum polinjyu ithu athupole avaruthu.' avulla'
Negative , Trailer idunnathin munb thanne dislike adicha mahaan maark ente oru naduviral namaskaaram
Positive , Super acter nammude lalettan Super hero nammude lalettan
Positive , Eattante pscho Fan ....  Loooov u  soooo much....... Laletttaaaaa
unknown_state , Paranjere malayalathil oru stunt master vannitundenn
unknown_state , 30 pravashyathin melil kanda alkar ivide like
unknown_state , Kochin haneefka valsalyam cinema eduthad pole onnil odukkanan prithvirajinte erpadengil Aradagar panhikkidum.
Negative , Ee role mammookkak aahnnu cherunathu anu arinja...lalettan fans right now kurupottikal....🤣🤣🤣🤣
unknown_state , Hmm ..trailer kandappo  oru kaaryam theerumaanamaayi
Mixed_feelings , Dis like adichavar aaro avar... onnum parayunnilla
not-malayalam , King is always King... Mamooka.. Legend
Positive , Ente ponne oru rekshem illa  kidukkachiiiiiiiiii...  Lalettan Hvy....
Mixed_feelings , Sidhik sir. Great performance. Kalakki.
Positive , mammookka oru rakshayum Illa kiddu
Negative , Waste trailer
Positive , Lucifer fdfs pokunnu lalettante White n white lookil
unknown_state , മധുരരാജാ ടീസർ : 3hours/27minutes=111k view lucifer:28minutes=152k view
Positive , Singam model oru kidilan action movie aakatte.....
not-malayalam , in english we call sugar daddy
Mixed_feelings , Chila bhagagal pulimurugan le pole thonniii......ikkayude ee movie yum successful aakatte ennu aashamsikkunnuuu.....
unknown_state , Ithrayum nal nammal avarude Padam kandu inni avar nammu Padam kanatte #mammucka lovers
Mixed_feelings , Pazzhassirajaye  kadathi vettum e maamangam.
Mixed_feelings , flop kaluda rajakumaran ee padam hit agum pisharadikku
Positive , Tamil film Pizza de oru style
unknown_state , Cheriya pulli alla avan.. Padicha kallan aa.. Ufff A10..
Mixed_feelings , Trailer atra pora . Movie nannayirikumenu pratheekshikunu
unknown_state , Fairman oorma vannath enikk matramano
Positive , Pinnem Pinnem Kanuvaaa   Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
Positive , kandittum kandittum mathi aakunnilla
Negative , dislike adikkunna ella myrenmaarrum poyi oomb
unknown_state , 172 k views youtube adichu poyo ??
not-malayalam , Also hats off Depak Dev bgm
unknown_state , Today is my birthday.. Enik oru 10 like tharavo..
Positive , Pwoli pwoli ee prayathilum enta amoooikkaaaa
Positive , ennalum ente mammookkaaaa.. ningayokke enna poliyaan.....ningaleyallathe mattareyum ividonnum sangalppikkan polum pattilla..
Positive , Malayala cinemayude khathi kadalinumappuram ethicha punyam ..megastar mammookka
Positive , Trailer kanan thudangumbol 25k like
Positive , Prithviraj as zayeed masood... Ith pwolikkum
unknown_state , Tovino yude vaayil entha puka aduppano
Positive , Kore naalk shesham ikkante padam kananam enn thonnath ee trailer kandapola...ith polikum...
Positive , Morning eneechepol thanne veendum kandavar arund7.22
Positive , Chunk alla chunk edippaaanu laalleettaaan
unknown_state , Trailer Adipoli .. Ore oru mistake..!! Ethilum kudithal SUBSCRIBERS ulla Chennel il Release cheyyanamayirunnu
unknown_state , 0:54
not-malayalam , super lalettan...all d best ..fan from Karnataka
Negative , Ethe enthu vaa dae ethe? athinu kai addikaan kore fans oolagalum.
Negative , Thandhayilaathavarum palathandhaku piranavanmaarum aayaa lalettan fanss fislike adikaann kore preyaasapedunundd 🤭🤭abarariyunilaa malayala cinemayude shaapam aann lalettan fans en
not-malayalam , 4k dislike.... ! Waiting 4 kunjali...
Positive , Ithu verum oru samble vedikkettu.iniyaanu podipaaranapooram.appo churikki paranjaal vishu RAAJAyum RAAJAyude pillerum angukondupokum alla KONDUPOYI
Positive , Trailer 15am pravashyam repeat adich kandita njn eii cmt box il vabnath Ikka pwolichuuu
Mixed_feelings , Trailer okke kollam. But last ezhuthi kanucha goodwill entertainment aanu prblm
Positive , AAA maha avathaaram piravi yedukkan poagunnu   Ini  uyertheyunelppinte.   dhinangalanu
unknown_state , 1st
unknown_state , Watch #OreVidhi malayalam shortfilm
Positive , 5 millionilekk kuthikkunna makankam trailerinu ellavidha bhavukangalum nerunnu
Positive , Mamooka Polichu  Oru Rakshyumilla Mass
Positive , Pwoli padam Vijay Sreenivasin vijayashamsagal nerunnu
unknown_state , Eniyoru veeragaadha rechikendiyirikunnu ethinu pakrem vekan kazhiyumo mattonninu nadakan ullathu charithram nadakkendathum charitham snehikunavarku aathambimanem
not-malayalam , Any Kerala vijay fans like hite
Positive , Innu thanne ithu etramathe vattama e trailer repeat adichu kanunnennu eniku thanne ariyilla...kidiloskki
not-malayalam , Is the real king  malayalam industry
not-malayalam , 152k veiws 107k likes in 38 minutes. This is
unknown_state , Babynet  oppam Shane nigam venaayirunnu Enna ithinakaal adipoliyaayirikum Shanente fans adi like
Positive , Ningale katatthi vettan ningal matrame ollu laletta
Positive , Kattttta waiting adikkkkkam macha Oru like
unknown_state , Veruthe oru like enikkum thanne    Hbd ikka
not-malayalam , Que pedo
Positive , Oru divasasam oru 10 pravashyamenkilum kanum
Positive , Inn Lucifer inte 27th poster kand nere ingott trailer kaaanan vannu 1:34🤗🤗🤗
not-malayalam , Oh my god ! What a trailer ..
not-malayalam , Ooh my god it's  amazingggg
not-malayalam , Tamilnadu Mammootty fans Inga like podunga
Positive , Ettan fansinte vaka irikatte oru kuthirapavan ikka muthanu
Negative , Oru ghum illaa
Positive , കൊല കൊല്ലി Item....Laletta.. Big salute to Raju ettan.. Lucifer
unknown_state , ഫാൻസെല്ലാം കയറി വാാ.... abhrahaminte    Status video.....ellavarum kayari kaanu subscribe cheyyu like adikku
unknown_state , Ithil Rajuettane kandavar ethra perund??? Aaa mwothaline athra pettennu kaanan pattilla. Athinu chorayil alinja sneham venam. Enje pwoale. R Eattan da <3
unknown_state , Views & likes yetra aayenn nokkan kerunnavar undo ?
Negative , Laluni fanskar thudangi dislike adikkan avarkku ente vaka
Positive , Level item.. Padavum ithupole aya mathiyaynu
Positive , Applause from an ettan fan... Mammukka katta swag
Positive , Enta ikka polichu   Kidu item  Ethu polikkum
Positive , Ore oru rajavu lalettan  🥰 10 million views aakum
unknown_state , Nalle Bengali sidill ninee valichaa tiranuluu ninda Japan 🤣
Positive , Ithanu.. Makkale nammal kanan aagrahicha ettan
Negative , 3. 5 k dislike nalla kuru pottal anallo chorichil maraan wyt cheyee december 14 vere ellavarudeyum chorichill maati theraaam
Positive , Kidukki.. MAMMOOKKA... KATTA WAITING... VYSHAKH SIR... HAT'S OFF U
not-malayalam , Superb trailer sir. Love from karnataka
unknown_state , Ithipol matte sambavam kazinja shesham dileeep nu police
unknown_state , Trailer 5 il kooduthal kandavar like
Positive , Ithil love reaction button indaarrnneeel njekkittt pottikkaaarrnnn
not-malayalam , Uva uva andaedi trailer...will strile 100cr
unknown_state , Ikka varilla enn orthath njn mathramo..?
Positive , Inganethe massinde koode aa mukhavum kanichal kidukkum
Positive , Trailer muzhumikum munbu comment vaayikkan oodi vannatha.. ente ponnoo....lalettan rajuvettan istham..
Negative , Manju varrier mathrame ulluvo actresss ayi kollilla
unknown_state , Trailer 1:45  Ikkayude aa run  Saamoothirikk nere aanu
Negative , Enthuaadeee uploaded cheyunnathinu mump 6k dislike 🤦🤦🤦🤦🤦 ivanmarkku okke entha presnam
unknown_state , Odiyan kand ishtappettit trailer nokkan vanna aarenghilum ivade inda ?
not-malayalam , Heavy items loading . Ufff Mamookkaaasss
not-malayalam , 17k dislikes.. seems like some people wanna degrade this movie
not-malayalam , Trending #1 karriku.. Any karrike fans
Negative , Mammunniyude unda pottum ennulavar like adi🤣
not-malayalam , Puli oda aatam arambam....  Mohan lal Mind blowing fans from Tamilnadu
not-malayalam , I love lalettan I miss you
Positive , Toveee...... ichayo... trailer kandu aaake excitement adichu irikkuva...film ethrayum vegham theater lu ethiyengil
unknown_state , kaanunnathinte oppam comment vaayikkan Vanna njaaan
Positive , Ufff.. Ejjathi item mone   Vakkukal varunila ..etta.
Negative , Video kandutheran samayam aayilla athinu munne malaranmar dislike adikan thudangi
Positive , Mammukayude 150 kodi padem aayi maratte madura raja
